date,equity,n_positions
2016-03-31,1000000.0,0
2016-04-01,1000000.0,0
2016-04-04,1000000.0,0
2016-04-05,1000000.0,0
2016-04-06,1000000.0,0
2016-04-07,1000000.0,0
2016-04-08,1000000.0,0
2016-04-11,1000000.0,0
2016-04-12,1000000.0,0
2016-04-13,1000000.0,0
2016-04-18,1000000.0,0
2016-04-20,1000000.0,0
2016-04-21,998527.1359784695,21
2016-04-22,997382.3456797032,21
2016-04-25,993456.9381678895,21
2016-04-26,996291.9408200313,21
2016-04-27,998316.5757832073,21
2016-04-28,991495.6530903504,17
2016-04-29,993584.9415978036,17
2016-05-02,999204.9948618459,17
2016-05-03,990641.2320601738,17
2016-05-04,984913.3746530672,17
2016-05-05,986796.4463064951,17
2016-05-06,990727.1313715185,17
2016-05-09,996221.141701028,17
2016-05-10,996318.4687017862,17
2016-05-11,997083.5590300881,17
2016-05-12,998266.300578546,21
2016-05-13,989909.446767163,21
2016-05-16,991761.7707260378,21
2016-05-17,990571.5410124629,21
2016-05-18,990781.9811845165,21
2016-05-19,983732.50247165,18
2016-05-20,980814.978513216,18
2016-05-23,980688.1723157858,18
2016-05-24,981961.0797505708,18
2016-05-25,985797.9127072636,18
2016-05-26,992834.3136170584,21
2016-05-27,1002437.3938665992,21
2016-05-30,1007614.5963712905,21
2016-05-31,1013124.7323672067,21
2016-06-01,1010186.457010409,21
2016-06-02,1019809.3505122319,21
2016-06-03,1018696.6705068536,21
2016-06-06,1017745.9462045894,21
2016-06-07,1020245.3305868235,21
2016-06-08,1027409.2754983841,21
2016-06-09,1021900.9500782898,21
2016-06-10,1018160.9255317426,21
2016-06-13,1012716.8130449043,21
2016-06-14,1014126.177079696,21
2016-06-15,1020102.2495389039,21
2016-06-16,1016893.3539429605,21
2016-06-17,1017034.4580293257,21
2016-06-20,1023848.7860764393,21
2016-06-21,1021330.5135977364,21
2016-06-22,1019364.9883168199,21
2016-06-23,1020661.0559788859,21
2016-06-24,1006123.9737638062,21
2016-06-27,1015909.2141031552,21
2016-06-28,1018188.3684130609,21
2016-06-29,1026997.6896775386,21
2016-06-30,1038963.0648447381,21
2016-07-01,1046240.8348712714,21
2016-07-04,1048736.7668320371,21
2016-07-05,1044559.0716350136,21
2016-07-07,1044844.5222282108,21
2016-07-08,1043472.9824696329,21
2016-07-11,1050077.5528755193,21
2016-07-12,1055370.5376726643,21
2016-07-13,1051404.2001890645,21
2016-07-14,1053070.9252074459,21
2016-07-15,1055570.300149936,21
2016-07-18,1054583.8231238618,21
2016-07-19,1054717.2625690862,21
2016-07-20,1062935.907453343,21
2016-07-21,1060804.958853029,21
2016-07-22,1077769.1614916476,21
2016-07-25,1082721.0871605906,21
2016-07-26,1084457.0327859742,21
2016-07-27,1089294.1000038523,21
2016-07-28,1096812.303384156,21
2016-07-29,1094953.9661162207,21
2016-08-01,1106425.6833081234,21
2016-08-02,1101441.856397965,21
2016-08-03,1087021.7873832341,21
2016-08-04,1090964.8331831463,21
2016-08-05,1105683.742362434,21
2016-08-08,1111837.0327173343,21
2016-08-09,1108099.5174479396,21
2016-08-10,1099685.0789107718,21
2016-08-11,1097965.9868482067,21
2016-08-16,1109313.8072069336,21
2016-08-17,1110767.4811517028,21
2016-08-18,1112688.909885382,21
2016-08-19,1116743.187487887,21
2016-08-22,1113884.1046881354,21
2016-08-23,1108497.5645984244,21
2016-08-24,1115204.6952709646,21
2016-08-25,1112385.1090831405,21
2016-08-26,1118116.5614751037,21
2016-08-29,1122237.162778324,21
2016-08-30,1133922.6536692067,21
2016-08-31,1140203.2857680041,21
2016-09-01,1138099.2884277357,21
2016-09-02,1142846.9423131929,21
2016-09-06,1155196.5227559737,21
2016-09-07,1161181.5167887523,21
2016-09-08,1170456.1365698949,21
2016-09-09,1158348.5676325043,21
2016-09-12,1125634.3422309766,21
2016-09-14,1136003.675825176,21
2016-09-15,1134217.9349487904,21
2016-09-16,1133877.7299868301,21
2016-09-19,1141252.9306273705,21
2016-09-20,1143401.086849899,21
2016-09-21,1142398.6727896426,21
2016-09-22,1162074.3474291996,21
2016-09-23,1165572.2784661213,21
2016-09-26,1164978.2989663626,21
2016-09-27,1157539.6218879833,21
2016-09-28,1168295.312402763,21
2016-09-29,1134884.3445991275,21
2016-09-30,1144948.1569471327,21
2016-10-03,1169329.1783416595,21
2016-10-04,1175605.0268471728,21
2016-10-05,1180314.387330143,21
2016-10-06,1177243.6724382534,22
2016-10-07,1172201.9544495544,22
2016-10-10,1173343.78609869,22
2016-10-13,1161787.1520284177,22
2016-10-14,1163122.5402395704,22
2016-10-17,1154259.6912598056,22
2016-10-18,1171257.8650252908,22
2016-10-19,1174248.9838096679,22
2016-10-20,1181090.5844471273,22
2016-10-21,1182427.9554230897,22
2016-10-24,1179113.3497736389,22
2016-10-25,1181149.4964335917,22
2016-10-26,1172857.9900028922,22
2016-10-27,1164995.0338679387,22
2016-10-28,1171613.926937606,22
2016-11-01,1178619.4007566713,22
2016-11-02,1154067.7012573518,22
2016-11-03,1144576.2354977648,22
2016-11-04,1131161.6325518014,22
2016-11-07,1138128.5479010504,22
2016-11-08,1137943.4729810802,22
2016-11-09,1127035.2637604184,22
2016-11-10,1146395.9165440707,22
2016-11-11,1117230.0804179583,22
2016-11-15,1078003.0367727242,22
2016-11-16,1081517.0925147536,15
2016-11-17,1085343.234059089,15
2016-11-18,1084729.7052019362,15
2016-11-21,1066487.624066449,15
2016-11-22,1075392.8768519072,15
2016-11-23,1081999.6152319508,14
2016-11-24,1080649.2852101005,14
2016-11-25,1087291.369794194,14
2016-11-28,1092324.7972040924,14
2016-11-29,1094492.3347940224,14
2016-11-30,1100541.3842724934,22
2016-12-01,1095630.549532361,22
2016-12-02,1082626.2736119693,22
2016-12-05,1086553.4577329084,22
2016-12-06,1090972.293715549,22
2016-12-07,1090872.8866434316,17
2016-12-08,1101801.6022391769,17
2016-12-09,1109378.6632661088,17
2016-12-12,1104194.7233278148,17
2016-12-13,1102858.4440668768,17
2016-12-14,1093704.179366448,16
2016-12-15,1095329.1317063018,16
2016-12-16,1090684.2818441698,16
2016-12-19,1090016.7910643993,16
2016-12-20,1083162.954471852,16
2016-12-21,1084239.3249558734,13
2016-12-22,1075421.3104616932,13
2016-12-23,1073338.716907399,13
2016-12-26,1061827.9304230246,13
2016-12-27,1066536.7629379262,13
2016-12-28,1068400.2710104438,9
2016-12-29,1071372.8577477161,9
2016-12-30,1072460.7768384828,9
2017-01-02,1074035.0910633148,9
2017-01-03,1078006.6484898874,9
2017-01-04,1078526.7895172732,8
2017-01-05,1083476.0021033257,8
2017-01-06,1083554.8381633342,8
2017-01-09,1083715.9189919801,8
2017-01-10,1086740.2799808271,8
2017-01-11,1089056.1621654225,22
2017-01-12,1095099.7918834947,22
2017-01-13,1091152.226182253,22
2017-01-16,1092852.9177753362,22
2017-01-17,1091370.9717850345,22
2017-01-18,1097086.7610591587,22
2017-01-19,1101201.924093748,22
2017-01-20,1084435.0646699732,22
2017-01-23,1093810.7180618274,22
2017-01-24,1106186.7695365192,22
2017-01-25,1118788.7808325829,22
2017-01-27,1127642.1777690763,22
2017-01-30,1124967.7615462942,22
2017-01-31,1109145.052714685,22
2017-02-01,1122236.354978409,22
2017-02-02,1125917.64343322,22
2017-02-03,1131653.905945606,22
2017-02-06,1138847.830764685,22
2017-02-07,1126624.1446913017,22
2017-02-08,1127912.7438324871,22
2017-02-09,1125383.9041830092,22
2017-02-10,1123076.989391865,22
2017-02-13,1127747.4137615098,22
2017-02-14,1127741.6160021962,22
2017-02-15,1118985.3199620347,22
2017-02-16,1134468.1261664655,22
2017-02-17,1137370.0136836513,22
2017-02-20,1148341.3112650237,22
2017-02-21,1149233.5587519272,22
2017-02-22,1137534.707468297,22
2017-02-23,1138526.4963054073,22
2017-02-27,1134534.3582057615,22
2017-02-28,1138025.760084492,22
2017-03-01,1142574.6464969679,22
2017-03-02,1126748.4751044554,22
2017-03-03,1131646.3148364967,22
2017-03-06,1137462.936339321,22
2017-03-07,1135560.5461760848,22
2017-03-08,1125187.8440192586,22
2017-03-09,1123619.4576550925,22
2017-03-10,1118895.4099859574,22
2017-03-14,1131956.6179311024,22
2017-03-15,1136135.1636208757,22
2017-03-16,1151841.5676119067,22
2017-03-17,1150984.4092778508,22
2017-03-20,1152869.015436033,22
2017-03-21,1152508.8131501256,22
2017-03-22,1142273.9263437619,22
2017-03-23,1149903.1368387695,22
2017-03-24,1151679.6457046212,22
2017-03-27,1145821.7765499426,22
2017-03-28,1147247.1078439972,22
2017-03-29,1154672.83372416,22
2017-03-30,1160796.20262614,22
2017-03-31,1164765.1988764096,22
2017-04-03,1172305.7246104428,22
2017-04-05,1187784.1885227198,22
2017-04-06,1193715.7420739532,22
2017-04-07,1190801.5604395936,22
2017-04-10,1198100.37066985,22
2017-04-11,1203921.9547727392,22
2017-04-12,1198244.8543471452,22
2017-04-13,1200611.586391069,22
2017-04-17,1207563.3045173471,22
2017-04-18,1208157.1019901158,22
2017-04-19,1215871.1595793827,22
2017-04-20,1229430.8884260573,22
2017-04-21,1232826.468526886,22
2017-04-24,1240110.5738325194,22
2017-04-25,1250708.206793082,22
2017-04-26,1223491.445325722,22
2017-04-27,1220825.6458315896,22
2017-04-28,1221129.1466305493,22
2017-05-02,1234862.678984071,22
2017-05-03,1237146.779587405,22
2017-05-04,1240875.919082314,22
2017-05-05,1236291.1207377154,22
2017-05-08,1245675.9844924505,22
2017-05-09,1251014.015827769,22
2017-05-10,1259875.4231512384,22
2017-05-11,1259338.0537896394,22
2017-05-12,1255720.4495277316,22
2017-05-15,1268051.0436725102,22
2017-05-16,1268605.1528804125,22
2017-05-17,1265234.3303097123,22
2017-05-18,1242070.6019863852,22
2017-05-19,1236921.662882095,22
2017-05-22,1227196.5255691956,22
2017-05-23,1206348.1797726606,22
2017-05-24,1201434.8289005794,22
2017-05-25,1214527.7235906643,22
2017-05-26,1227474.8454417016,22
2017-05-29,1213918.621236957,22
2017-05-30,1222616.7480341855,22
2017-05-31,1224381.4950489716,22
2017-06-01,1227414.0629299558,22
2017-06-02,1234425.2877267643,22
2017-06-05,1237224.1285555512,22
2017-06-06,1233074.5664406817,22
2017-06-07,1238069.6197009902,22
2017-06-08,1244354.1214249101,22
2017-06-09,1253260.689130481,22
2017-06-12,1248334.8275315012,22
2017-06-13,1254357.9999977695,22
2017-06-14,1255582.051502633,22
2017-06-15,1260598.0997576974,22
2017-06-16,1265450.4311195894,22
2017-06-19,1267095.904597077,22
2017-06-20,1263990.4836199656,22
2017-06-21,1263583.2969404103,22
2017-06-22,1259372.1836338474,22
2017-06-23,1239310.5245067403,22
2017-06-27,1225386.2498399133,22
2017-06-28,1232796.547251902,22
2017-06-29,1235066.5370965756,22
2017-06-30,1234620.252494128,22
2017-07-03,1245971.9002474316,22
2017-07-04,1242077.9366460538,22
2017-07-05,1249258.536455727,22
2017-07-06,1252689.3451691228,22
2017-07-07,1252580.0847010466,22
2017-07-10,1255490.7757171227,22
2017-07-11,1252537.9029933808,22
2017-07-12,1261096.925818553,22
2017-07-13,1270161.2424386814,22
2017-07-14,1267972.32877993,22
2017-07-17,1266255.7884448662,22
2017-07-18,1255448.910883608,22
2017-07-19,1263260.9239205879,22
2017-07-20,1261332.545028614,22
2017-07-21,1262223.6060865207,22
2017-07-24,1263145.398160848,22
2017-07-25,1268145.2904629111,22
2017-07-26,1269967.3104993335,22
2017-07-27,1272447.3876095584,22
2017-07-28,1271850.3028753193,22
2017-07-31,1275523.827636581,22
2017-08-01,1279485.4636705695,22
2017-08-02,1274477.9893227776,22
2017-08-03,1271373.1467154268,22
2017-08-04,1277029.656451239,22
2017-08-07,1287224.1347030997,22
2017-08-08,1282043.1384608739,22
2017-08-09,1259185.5256808705,22
2017-08-10,1235082.4860208123,22
2017-08-11,1225829.902327575,21
2017-08-14,1257233.9712734162,21
2017-08-16,1271619.3938787999,21
2017-08-17,1263856.2304222244,21
2017-08-18,1263687.5296872624,21
2017-08-21,1252134.2440250206,22
2017-08-22,1247295.53703361,22
2017-08-23,1261824.2501275523,22
2017-08-24,1262383.2803540241,22
2017-08-28,1277301.6407532599,22
2017-08-29,1261421.635851611,22
2017-08-30,1282156.6515560513,22
2017-08-31,1287015.2840480064,22
2017-09-01,1298548.0018476218,22
2017-09-04,1289697.6697876607,22
2017-09-05,1298747.5966213238,22
2017-09-06,1302116.022326406,22
2017-09-07,1311637.9320526703,22
2017-09-08,1314540.336319407,22
2017-09-11,1325433.406726501,22
2017-09-12,1338132.3504702663,22
2017-09-13,1331924.7421763032,22
2017-09-14,1331168.1423150804,22
2017-09-15,1332850.885735677,22
2017-09-18,1342407.952434967,22
2017-09-19,1337512.1508719171,22
2017-09-20,1332568.1223933604,22
2017-09-21,1324554.7671014282,22
2017-09-22,1292421.2140993471,22
2017-09-25,1274676.884544857,22
2017-09-26,1285516.044327055,23
2017-09-27,1265643.8098476678,23
2017-09-28,1269897.2012917614,23
2017-09-29,1281064.0431071518,23
2017-10-03,1293374.733782384,23
2017-10-04,1295902.2515692126,23
2017-10-05,1296574.9283977726,23
2017-10-06,1317193.84589138,23
2017-10-09,1321711.8374910601,23
2017-10-10,1328149.5129092152,23
2017-10-11,1318392.42058822,23
2017-10-12,1339808.434116205,23
2017-10-13,1344746.6100722756,23
2017-10-16,1349537.753318329,23
2017-10-17,1348061.7888270272,23
2017-10-18,1342324.9123240192,23
2017-10-19,1335061.316505441,23
2017-10-23,1342549.172144109,23
2017-10-24,1344061.416197132,23
2017-10-25,1342547.663998684,23
2017-10-26,1348645.04748762,23
2017-10-27,1346092.8069310666,23
2017-10-30,1353799.1959773796,23
2017-10-31,1349491.7641453976,23
2017-11-01,1357777.6934967896,23
2017-11-02,1362435.2204967996,23
2017-11-03,1357628.3644275202,23
2017-11-06,1358155.28579157,23
2017-11-07,1344432.1666150242,23
2017-11-08,1340912.6091458236,23
2017-11-09,1348187.233464821,23
2017-11-10,1353364.0698853396,23
2017-11-13,1342784.0792456928,23
2017-11-14,1339464.6555893891,23
2017-11-15,1329392.9848310624,23
2017-11-16,1342793.3251138595,23
2017-11-17,1346664.0662507375,23
2017-11-20,1349834.694958038,23
2017-11-21,1361056.4662437942,23
2017-11-22,1359947.9024612699,23
2017-11-23,1360991.01719267,23
2017-11-24,1364652.2686223872,23
2017-11-27,1365110.3951274194,23
2017-11-28,1368234.1859047655,23
2017-11-29,1364634.9791927873,23
2017-11-30,1355542.0019465303,23
2017-12-01,1343582.5513410878,23
2017-12-04,1342144.053653151,23
2017-12-05,1340303.9608159412,23
2017-12-06,1333685.3187336172,23
2017-12-07,1352101.807561428,23
2017-12-08,1354037.2544830095,23
2017-12-11,1359678.87430757,23
2017-12-12,1357994.5983569003,23
2017-12-13,1348495.4843019408,23
2017-12-14,1345999.6428424283,23
2017-12-15,1352358.2488332023,23
2017-12-18,1362071.5979412696,23
2017-12-19,1376916.7534846205,23
2017-12-20,1373586.277045034,23
2017-12-21,1374601.4005448355,23
2017-12-22,1374732.330630769,23
2017-12-26,1376041.49881412,23
2017-12-27,1374687.2509216117,23
2017-12-28,1379689.5660258683,23
2017-12-29,1384083.3248741594,23
2018-01-02,1376745.579810139,23
2018-01-03,1387082.6586860796,23
2018-01-04,1393513.7070526287,23
2018-01-05,1404232.8603217695,23
2018-01-08,1407681.3686377623,23
2018-01-09,1408410.7370635604,23
2018-01-10,1404866.2891832902,23
2018-01-11,1405805.3821234405,23
2018-01-12,1403313.940026238,23
2018-01-15,1398897.2694972141,23
2018-01-16,1391015.0281002852,23
2018-01-17,1397208.079019102,23
2018-01-18,1380949.1152723723,23
2018-01-19,1392741.125002772,23
2018-01-22,1402336.4956174027,23
2018-01-23,1410260.9086579096,23
2018-01-24,1409126.6702965437,23
2018-01-25,1400418.2079353093,23
2018-01-29,1405282.2102457162,23
2018-01-30,1394231.2761106456,23
2018-01-31,1379125.4335509476,23
2018-02-01,1388851.1634911308,23
2018-02-02,1357729.5499184988,23
2018-02-05,1351589.8003098129,23
2018-02-06,1327267.1040314096,23
2018-02-07,1331467.2471921197,23
2018-02-08,1347463.8838651273,23
2018-02-09,1343921.4058347356,23
2018-02-12,1355355.9702110556,23
2018-02-14,1356802.819413191,23
2018-02-15,1349504.1454602638,23
2018-02-16,1334586.9206558536,23
2018-02-19,1321903.7092388496,23
2018-02-20,1316228.0208556794,23
2018-02-21,1320905.228657418,23
2018-02-22,1326750.1492921808,23
2018-02-23,1337718.3394592914,23
2018-02-26,1340710.961752959,23
2018-02-27,1339135.5283822848,23
2018-02-28,1339383.3209556164,24
2018-03-01,1339635.8008850615,24
2018-03-05,1331318.2733209836,24
2018-03-06,1325915.7049738192,24
2018-03-07,1313868.9401770532,24
2018-03-08,1313352.7415423316,24
2018-03-09,1313659.14006434,24
2018-03-12,1323604.3196884536,24
2018-03-13,1322757.1880027314,24
2018-03-14,1324210.2818261418,24
2018-03-15,1325299.597646714,24
2018-03-16,1307887.5464236282,24
2018-03-19,1290367.477228846,24
2018-03-20,1297318.586708504,24
2018-03-21,1303961.096754117,24
2018-03-22,1296816.998803866,18
2018-03-23,1294262.588196232,18
2018-03-26,1303174.76553794,18
2018-03-27,1306975.7302180345,18
2018-03-28,1300476.2027864093,18
2018-04-02,1312919.4462212403,24
2018-04-03,1316605.9960960476,24
2018-04-04,1302631.8919111413,24
2018-04-05,1321314.9003491963,24
2018-04-06,1327154.5723060125,24
2018-04-09,1326765.6629188631,24
2018-04-10,1328133.0379428752,24
2018-04-11,1330121.228165362,24
2018-04-12,1341271.2916218848,24
2018-04-13,1346187.1095309465,24
2018-04-16,1347228.6354416786,24
2018-04-17,1351418.5748737939,24
2018-04-18,1348406.166572045,24
2018-04-19,1353009.4440576753,24
2018-04-20,1365301.291612799,24
2018-04-23,1378389.0948183914,24
2018-04-24,1374059.7037270437,24
2018-04-25,1383611.3417410054,24
2018-04-26,1397404.789629123,24
2018-04-27,1393860.2180923172,24
2018-04-30,1402285.5664517095,24
2018-05-02,1388604.5636461019,24
2018-05-03,1364716.6771454904,24
2018-05-04,1362410.353545778,24
2018-05-07,1370188.4217067852,24
2018-05-08,1370857.9648357772,24
2018-05-09,1363743.679633755,24
2018-05-10,1354910.3605072324,24
2018-05-11,1368885.6883000499,24
2018-05-14,1368352.1783296827,24
2018-05-15,1370110.24780617,24
2018-05-16,1375786.2730423724,24
2018-05-17,1375519.1024555543,24
2018-05-18,1369375.684286582,24
2018-05-21,1352509.938236776,24
2018-05-22,1362438.4482754497,24
2018-05-23,1359115.7963562454,24
2018-05-24,1370310.1487029742,24
2018-05-25,1392427.4396970277,24
2018-05-28,1391567.5352430316,24
2018-05-29,1386727.193323403,24
2018-05-30,1395111.7549542706,24
